title;description;adresse;ville;code_postal;surface;prix;nombre_chambres;type_bien;parking;garage;images;lien_annonce;type_annonce
Appartement;"Au cœur du Sablon : lumineux appartement 3 chambres !
L'appartement se compose d'un spacieux hall d'entrée, d'un agréable living avec bibliothèque encastrée, d'une cuisine équipée, d'une nouvelle douche, de deux WC. Trois chambres dont une à l'arrière et deux à l'avant. Double vitrage, parquet au sol, multitude de rangements intégrés, ascenseur donnant accès direct à l'appartement. Le quartier offre une multitude de commerces haut de gamme, d'antiquaires, de bijoutiers, de restaurants, de chocolatiers. Un accès rapide aux transports en commun, borne Villo et Cambio à proximité. Les charges de 250€ comprennent une provision pour l'eau, le chauffage, l'entretien des communs, l'ascenseur. Possibilité d'obtenir une carte de résident pour pouvoir se parquer sur la place. Le quartier offre une multitude de commerces en tous genres. Transports en commun à proximité (bus, tram). PEB D, 209 kWhEP/m²/an, 41 kgCO₂/m²/an";Rue Bodenbroek 8A;Bruxelles;1000;136;2100;1;Appartement;False;False;['https://api-image.immovlan.be/v1/property/VBD42388/images/6ad6fb118147422db89a459f4c827f0f.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42388/images/ecbe6149777548268d5f1d82887674c6.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42388/images/e531222e663840eb95ae7c0620da5dd0.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42388/images/7c7f66ac09bc4dbb8c464a69c8d227ef.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42388/images/147896af370e4cbcbb4246f798ec7f0b.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42388/images/cf3129b41e544adfa63594271aa7fa1c.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42388/images/c91d534b4ad34f199a0c4bd323f6b894.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42388/images/f776092664d44479a9d43cc8516cf652.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42388/images/b3f38b8eee314345b7239be083ab8ae0.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75'];https://immovlan.be/fr/detail/appartement/a-louer/1000/bruxelles/vbd42388;location
Appartement;"Ixelles – Superbe appartement de caractère dans une élégante maison de maître proche de la place Saint-Boniface

LA MAISON – HOLISTIC PROPERTIES GROUP a le plaisir de vous présenter ce magnifique appartement de charme, entièrement rénové et aménagé par une architecte, situé au 2ᵉ étage d’une somptueuse maison de maître à deux pas de la place Saint-Boniface, de la Chaussée d’Ixelles, de l’avenue Louise et du Parlement européen.

Dès l’entrée, la magnifique cage d’escalier et les détails architecturaux de la maison témoignent du cachet de l’époque. L’appartement, baigné de lumière et subtilement modernisé, offre une atmosphère chaleureuse et raffinée.

Le séjour spacieux et convivial comprend un espace bureau pouvant être isolé par une porte coulissante, idéal pour télétravailler en toute sérénité.

La cuisine ouverte s’intègre harmonieusement à la pièce de vie. L’appartement dispose d’une chambre de 8 m² avec armoire encastrée, d’une salle de bain élégante et de nombreux rangements sur mesure.

Les finitions de qualité — sol en polyuréthane dans la cuisine, isolation acoustique performante et aménagements sur mesure — assurent un confort moderne tout en préservant le charme de l’ancien.

Toutes les consommations (électricité, gaz, eau) sont individuelles.

Loyer : 1.235 €
Charges : 45 € (entretien et nettoyage des communs)
Disponibilité : à partir du 1ᵉʳ janvier 2026
Bail d'un an

Étage : 2ᵉ sur 3
Cave
Chauffage : individuel au gaz

Pour toute information ou pour organiser une visite :

Tout voir";Chaussée de Wavre 99;Ixelles;1050;77;1235;1;Appartement;False;False;['https://api-image.immovlan.be/v1/property/VBD42180/images/c71b704982a8418b8a23b07e5ffe741b.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42180/images/2fe51b72b1c24a2489c79b558a233f06.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42180/images/285466e805f54b4b812425b6e2148526.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42180/images/a66d700d7cb44a1aaaaa4308e0adff84.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42180/images/31fabc9dedc0410c9a9b4605e326e152.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42180/images/41821b50b65644758b4008dee5d70beb.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42180/images/5e52a5e442144588b3057473ff112cc1.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42180/images/bae885f59386442cb8ab68d790caf22e.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42180/images/fab9cc0adab44662b83e4beef478e447.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42180/images/f52dce2d45a949cc9ccc1d7e80695202.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42180/images/bf690fa7984f40c49b5b6f81039083b8.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42180/images/00c3315d29c34135a0826fc4cd7eea82.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42180/images/7b5dd2bba0ec4d8c84556cf1a4500d30.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42180/images/0e291e26a80d4815b4cf07b2ee40a106.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42180/images/832f2dc1299141ecbb022c990bd32abd.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42180/images/068c4bd8ba2549e8943a2b7339bc6042.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42180/images/7a6038298ea742f99845fbce4f4b5877.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD42180/images/aed344dabdd84c73815a7122f2693650.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75'];https://immovlan.be/fr/detail/appartement/a-louer/1050/ixelles/vbd42180;location
Appartement;SCHAERBEEK, quartier Saint Dominique, à proximité de toutes facilités, OTAN, Communautés Européennes et transports en commun, appartement NON-MEUBLE de ±80m² situé au 1er étage d'un petit immeuble. Il comprend un hall d'entrée, un lumineux séjour de ±30m², une cuisine équipée, 2 chambres, une salle de douche, un wc et une cave. Local à vélos. Libre au 01/01/2026 ! Provision pour charges : 215€/mois (communs, chauffage, eau chaude/froide). PEB : G 120kgCO²/(m²/an). INFOS & VISITES Tel . Visitez aussi notre page Facebook : https://www.facebook.com/Trevi.Est/ ! Mesures données à titre indicatif.;Avenue Gustave Latinis 26 6;Schaerbeek;1030;80;1150;1;Appartement;False;False;['https://api-image.immovlan.be/v1/property/VBD41539/images/d29369a6b0da4b57b1be91b31d7d8a47.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41539/images/3e3fea6823b946e284a692f4366518d6.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41539/images/1aaaac04b3d94e59bba3cbe48192a418.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41539/images/9fe705cd1eca4b90bea332e9d41911c2.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41539/images/d986d31813b2417b91be4a2e094c9381.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41539/images/ef4ec2a45b954d228667dc497fe3a8aa.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41539/images/d674113e387b40389f19d4afbf46f5d7.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41539/images/ca91786ba96a4d739774107cfc34d77f.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41539/images/6627e9a1fc5449e98850d58c311c6590.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41539/images/f46100a62f26411ea2b4f6eca25db78e.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41539/images/6e4237caf4af4679bec97712a61c7ded.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75'];https://immovlan.be/fr/detail/appartement/a-louer/1030/schaerbeek/vbd41539;location
Studio;ETTERBEEK, aux abords du parc Cinquantenaire et de ses nombreuses et diverses commodités (commerces, transports, restaurants,...), joli studio semi-meublé de ±36m² composé d'une grande pièce de vie de ±22,5m² offrant une fabuleuse vue sur Bruxelles, une cuisine équipée, une salle de douche et un wc séparé. Provision pour charges : 170€/mois (communs, eau chaude/froide, chauffage). Libre immédiatement ! PEB: C - A voir absolument ! Mesures données à titre indicatif.;Avenue des Nerviens 117 11;Etterbeek;1040;36;750;1;Studio;False;False;['https://api-image.immovlan.be/v1/property/VBD41538/images/a3b24a033b1845dcb25bed04e65b19e3.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41538/images/98df28de049947c396998cdf717aa94e.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41538/images/53411ad0ad294d5b93732c2f80e6683d.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41538/images/27f60c8e46934d3f91ab66d55bc0b9fd.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41538/images/1f8db598fddb4225bcd214a9031dbc19.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41538/images/deb8e0d0bc484d939bc4da4c30716757.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41538/images/5cd79cbb11d24498a97351c93f4146ea.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75'];https://immovlan.be/fr/detail/studio/a-louer/1040/etterbeek/vbd41538;location
Studio;WOLUWE-SAINT-LAMBERT, dans un quartier calme et verdoyant, accès facile vers le ring, E40, l'aéroport et transports en commun, très beau studio de ±50m² habitables, comprenant: une pièce de vie de ±28m², une cuisine ouverte super équipée, un dressing de ±4m², une salle de douche, une cave et un emplacement de parking intérieur. Libre le 01/11/2025 ! Provision pour charges: 90€/mois (communs). PEB: B - Mesures données à titre indicatif;Avenue du Yorkshire 24 D3.3;Woluwe-Saint-Lambert;1200;50;920;1;Studio;False;False;['https://api-image.immovlan.be/v1/property/VBD41537/images/63a3190c44014477bf167cfa4f3e3492.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41537/images/654e1f7e6d584ae38cc9a9c38910a84b.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41537/images/132929b194b74acd9ffc26ffd6d387f7.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41537/images/bc3675c73c3b4d5c8b581d6517b9ad84.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41537/images/60cf8fcc7bc147a0959f15e66cf32a1e.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41537/images/3ff423745db548dc8e51510652ecc9d7.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41537/images/e99732f0bcac47dcbdbeeb2caaea64e7.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41537/images/a72b6f86904b433db9d24c032b802fa0.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75'];https://immovlan.be/fr/detail/studio/a-louer/1200/woluwe-saint-lambert/vbd41537;location
Penthouse;WOLUWE SAINT-LAMBERT, à la limite d’Evere, au 5ème étage avec ascenseur d’un immeuble récent. Beau penthouse de 112 m² avec terrasse de ± 20 m². Il se compose comme suit : hall d’entrée, lumineux séjour de ± 30 m², cuisine super équipée, buanderie, 3 chambres (± 11m², 13m² et 15 m²), une salle de bain et salle de douche. Cave et emplacement de parking intérieur inclus. PEB D. Disponible le 15/11/2025. Forfait de 130€ (communs). Mesures données à titre indicatif.;Chaussée de Louvain 1218;Woluwe-Saint-Lambert;1200;112;1600;1;Penthouse;False;False;['https://api-image.immovlan.be/v1/property/VBD41536/images/335729f1df7d4fe7abb3c2af2915cb02.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41536/images/49d7f09c7fc34f86894d9a952529ae79.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41536/images/936e0a56c07c44a9b81096d975c15a5b.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41536/images/d7c29f22caf44f73a7bbe6fc8e2a5277.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41536/images/fb81a5e086c94491ac77ac32494a8608.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41536/images/56cece04d6b74e6db2d3cf27fba038ba.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41536/images/e1995ff0a82945adba90f0a6183e81a7.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41536/images/c1e04cf1881746cb8dbed98e2ad46910.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41536/images/d66e9c53f608499f99e345b1133106e5.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41536/images/661d7c1b2fb3406a87930293a883f453.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41536/images/fae032d4a9e5496898771033e10a5f2f.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41536/images/ed7fdbf08cab4af4b3af8d47634308e6.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD41536/images/9bc03a6cf17a4e3c97cfc53c199a7418.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75'];https://immovlan.be/fr/detail/penthouse/a-louer/1200/woluwe-saint-lambert/vbd41536;location
Duplex;EVERE, dans un quartier calme et résidentiel à proximité de la maison communale, duplex de 2 chambres non-meublé d’une surface de ± 108m² situé au 2ème étage et 3ème étage. Il se compose : d’un hall d’entrée, d’un séjour lumineux de ±40m², une terrasse, une cuisine ouverte équipée, 2 chambres (±14m² et ±13m²), une SDB et une SDD, une mezzanine de ±15m². Cave. Libre le 01/10/2025 ! Provision pour charges : 290€/mois (commun, eau froide/chaude, chauffage). PEB: D+. INFOS & VISITES Tel . Visitez aussi notre page Facebook : https://www.facebook.com/Trevi.Est/ ! Mesures données à titre indicatif.;Rue de la Marne 22;Evere;1140;108;1180;1;Duplex;False;False;['https://api-image.immovlan.be/v1/property/VBD40807/images/026c17162de343ab800f4108ceb374e7.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40807/images/6f8fb0d9049f452a87966f58e19e4173.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40807/images/4956cc5ad9e44f85b265f2ef69e83fc1.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40807/images/30d6fd6af7634880b1f97ef1df2352a2.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40807/images/20117bfda20141c2b4a4f68db9eea1ca.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40807/images/bc6038fa86dd454197934db617fd977f.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40807/images/ff8004c663644e90acd5f9f299231db8.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40807/images/7eb98c26c3964c0e9e83eb4ab529fa82.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40807/images/505dbe814a404715aadd2245c453e0b4.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40807/images/54b21997357f42f3ad885360759ddac1.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40807/images/ce18bc1e11894aa4ac956447e2004c09.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40807/images/8137d3f8c0f1409795d2e94a65242a16.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40807/images/9942346057544e0b92e2bf6782120af0.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40807/images/01950a3f71ec4146b8d082608cf915a5.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40807/images/355dc82f025944b8948a0f84d2446760.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40807/images/f9d8dc8481794b95ba8b70b4187c2ca1.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75'];https://immovlan.be/fr/detail/duplex/a-louer/1140/evere/vbd40807;location
Appartement;"AUDERGHEM, dans un cadre verdoyant et dans une construction récente, ""Résidence Delvaux"", à proximité des transports en commun et des commerces, bel appartement NON MEUBLE de ±95m² habitables. Il se compose d'un hall d'entrée, un living avec une cuisine ouverte super équipée, une terrasse, une buanderie, 2 chambres, une salle de bains, 2 wc et un emplacement de parking intérieur. Ventilation double flux et local vélos. Diponible au 01/11/2025 ! Provision pour charges : 180€/mois (eau chaude et froide, chauffage et communs). PEB: A- 38kgCO²/(m²,an)*.INFOS & VISITES Tel . Visitez aussi notre page Facebook : https://www.facebook.com/Trevi.Est/ ! Mesures données à titre indicatif.";Rue Emile Steeno 12 I1.3.1;Auderghem;1160;95;1370;1;Appartement;False;False;['https://api-image.immovlan.be/v1/property/VBD40706/images/89d563666c504b2da91af2460b0daede.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40706/images/973a211da11841aebf2f78d335694c26.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40706/images/9a73344a320c4f95b73217a62304991c.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40706/images/dc9450ca39b14eafa4b334be5cdba069.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40706/images/5a03515031dd4b44a282ed2423b5ecb3.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40706/images/3c8a3c2e3d474709b68b9923da8a5462.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40706/images/e369f0c1bc4840188b409ef639e2a84d.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40706/images/864129f501d54df78a47df1d8781c387.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40706/images/5a26e34b8c3042ec8fc6113b9334a47e.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40706/images/6872321b6f784acf9cf12c93352eeea0.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75'];https://immovlan.be/fr/detail/appartement/a-louer/1160/auderghem/vbd40706;location
Maison;AUDERGHEM, dans le quartier du Chant d'Oiseau, proche de toutes commodités (écoles, commerces, transports en commun). Belle maison non-meublée de ±124m² habitables offrant de très beaux volumes. Elle se compose : hall d’entrée, bureau, cuisine équipée, salle-à-manger, terrasse avec une cour intérieure de ± 30m² orientée Sud-Ouest. Au 1er étage : lumineux séjour, 1 salle de bain, WC séparé. Au 2ème étage : 2 chambres de ± 14m² et ± 13m², dont une avec un accès à une terrasse solarium orientée Sud-Ouest. Au sous-sol : une cave. Divers : Screen solaire, faibles charges individuelles. Disponible le 01/01/2026 ! PEB : G - Mesures données à titre indicatif.;Rue Valduc 294;Auderghem;1160;124;1700;1;Maison;False;False;['https://api-image.immovlan.be/v1/property/VBD40340/images/247b74c2ff424781b8a1e5fef4f3e6d0.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/9398c8e18f7a4746838e981ff47f47aa.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/409a1dcdf5e34561b68245bc8ea117e4.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/aceda890586a47e49befd78b81629f13.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/a609698a59e147e58f932edda6032f16.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/f5f02efce3e744f9b71fd6de19dd00b2.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/2e89f33b91924254a5dbbf57aa873138.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/a617096c55c3412faa38b6850a65723a.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/f40b8277d7c94d35839f2d2873b63453.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/5623ef0137d1487abd3ee355bf487647.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/a71f308768d94825897acbce3b279770.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/b1a09be045cf4c0aacea6d013e42f041.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/0768a2d48eda459ca8dc38d0ad523510.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/815e850572714de598e17834bc465040.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/780d1598791a49d88ec7fdacb540776a.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/6184585754544a4b815ea9070c636f13.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/1a3e2fb911af4da5ae13da0544cb2e3a.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/5176de846f9d4311bed4e34f6834c8bb.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/6c6c5a3b73f740b89dbf7ace9a084493.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75', 'https://api-image.immovlan.be/v1/property/VBD40340/images/2a12b75650434966a7d8baaf6b7ffb15.jpg/webp/ExtraLarge?mode=pad&format=webp&quality=75'];https://immovlan.be/fr/detail/maison/a-louer/1160/auderghem/vbd40340;location
